lemma,features
gokici'bahacaca,"monkey,verb,interrogative,progressive,future,1ps"
gokici'bahacada,"monkey,verb,interrogative,progressive,past,1pp"
gokici'bahacafa,"monkey,verb,interrogative,progressive,past,2pp"
gokici'bahacaga,"monkey,verb,interrogative,progressive,past,3pp"
gokici'bahabababa,"monkey,verb,interrogative,imperfective,present,2ps"
gokici'bahababaca,"monkey,verb,interrogative,imperfective,present,3ps"
gokici'bahababada,"monkey,verb,interrogative,imperfective,present,1pp"
gokici'bahababafa,"monkey,verb,interrogative,imperfective,present,2pp"
gokici'bahababaga,"monkey,verb,interrogative,imperfective,present,3pp"
gokici'bahabacaba,"monkey,verb,interrogative,imperfective,future,2ps"
gokici'bahabacaca,"monkey,verb,interrogative,imperfective,future,3ps"
gokici'bahabacada,"monkey,verb,interrogative,imperfective,future,1pp"
gokici'bahabacafa,"monkey,verb,interrogative,imperfective,future,2pp"
gokici'bahabacaga,"monkey,verb,interrogative,imperfective,future,3pp"
gokici'bahacababa,"monkey,verb,interrogative,progressive,present,2ps"
gokici'bahacabaca,"monkey,verb,interrogative,progressive,present,3ps"
gokici'bahacabada,"monkey,verb,interrogative,progressive,present,1pp"
gokici'bahacabafa,"monkey,verb,interrogative,progressive,present,2pp"
gokici'bahacabaga,"monkey,verb,interrogative,progressive,present,3pp"
gokici'bahacacaba,"monkey,verb,interrogative,progressive,future,2ps"
gokici'bahacacaca,"monkey,verb,interrogative,progressive,future,3ps"
gokici'bahacacada,"monkey,verb,interrogative,progressive,future,1pp"
gokici'bahacacafa,"monkey,verb,interrogative,progressive,future,2pp"
gokici'bahacacaga,"monkey,verb,interrogative,progressive,future,3pp"
gokici'bahadaba,"monkey,verb,interrogative,habitual,present,1ps"
gokici'bahadaca,"monkey,verb,interrogative,habitual,future,1ps"
gokici'bahadada,"monkey,verb,interrogative,habitual,past,1pp"
gokici'bahadafa,"monkey,verb,interrogative,habitual,past,2pp"
gokici'bahadaga,"monkey,verb,interrogative,habitual,past,3pp"
gokici'bahadababa,"monkey,verb,interrogative,habitual,present,2ps"
gokici'bahadabaca,"monkey,verb,interrogative,habitual,present,3ps"
gokici'bahadabada,"monkey,verb,interrogative,habitual,present,1pp"
gokici'bahadabafa,"monkey,verb,interrogative,habitual,present,2pp"
gokici'bahadabaga,"monkey,verb,interrogative,habitual,present,3pp"
gokici'bahadacaba,"monkey,verb,interrogative,habitual,future,2ps"
gokici'bahadacaca,"monkey,verb,interrogative,habitual,future,3ps"
gokici'bahadacada,"monkey,verb,interrogative,habitual,future,1pp"
gokici'bahadacafa,"monkey,verb,interrogative,habitual,future,2pp"
gokici'bahadacaga,"monkey,verb,interrogative,habitual,future,3pp"
gokici'bahafaba,"monkey,verb,interrogative,frequentative,present,1ps"
gokici'bahafaca,"monkey,verb,interrogative,frequentative,future,1ps"
gokici'bahafada,"monkey,verb,interrogative,frequentative,past,1pp"
gokici'bahafafa,"monkey,verb,interrogative,frequentative,past,2pp"
gokici'bahafaga,"monkey,verb,interrogative,frequentative,past,3pp"
gokici'bahafababa,"monkey,verb,interrogative,frequentative,present,2ps"
gokici'bahafabaca,"monkey,verb,interrogative,frequentative,present,3ps"
gokici'bahafabada,"monkey,verb,interrogative,frequentative,present,1pp"
gokici'bahafabafa,"monkey,verb,interrogative,frequentative,present,2pp"
gokici'bahafabaga,"monkey,verb,interrogative,frequentative,present,3pp"
gokici'bahafacaba,"monkey,verb,interrogative,frequentative,future,2ps"
gokici'bahafacaca,"monkey,verb,interrogative,frequentative,future,3ps"
gokici'bahafacada,"monkey,verb,interrogative,frequentative,future,1pp"
gokici'bahafacafa,"monkey,verb,interrogative,frequentative,future,2pp"
gokici'bahafacaga,"monkey,verb,interrogative,frequentative,future,3pp"
gokici'bahagaba,"monkey,verb,interrogative,iterative,present,1ps"
gokici'bahagaca,"monkey,verb,interrogative,iterative,future,1ps"
gokici'bahagada,"monkey,verb,interrogative,iterative,past,1pp"
gokici'bahagafa,"monkey,verb,interrogative,iterative,past,2pp"
gokici'bahagaga,"monkey,verb,interrogative,iterative,past,3pp"
gokici'bahagababa,"monkey,verb,interrogative,iterative,present,2ps"
gokici'bahagabaca,"monkey,verb,interrogative,iterative,present,3ps"
gokici'bahagabada,"monkey,verb,interrogative,iterative,present,1pp"
gokici'bahagabafa,"monkey,verb,interrogative,iterative,present,2pp"
gokici'bahagabaga,"monkey,verb,interrogative,iterative,present,3pp"
gokici'bahagacaba,"monkey,verb,interrogative,iterative,future,2ps"
gokici'bahagacaca,"monkey,verb,interrogative,iterative,future,3ps"
gokici'bahagacada,"monkey,verb,interrogative,iterative,future,1pp"
gokici'bahagacafa,"monkey,verb,interrogative,iterative,future,2pp"
gokici'bahagacaga,"monkey,verb,interrogative,iterative,future,3pp"
gokici'baja,"monkey,verb,exclamatory,perfective,past,1ps"
gokici'bajaba,"monkey,verb,exclamatory,imperfective,past,1ps"
gokici'bajaca,"monkey,verb,exclamatory,progressive,past,1ps"
gokici'bajada,"monkey,verb,exclamatory,habitual,past,1ps"
gokici'bajafa,"monkey,verb,exclamatory,frequentative,past,1ps"
gokici'bajaga,"monkey,verb,exclamatory,iterative,past,1ps"
gokici'bajababa,"monkey,verb,exclamatory,imperfective,present,1ps"
gokici'bajabaca,"monkey,verb,exclamatory,imperfective,future,1ps"
gokici'bajabada,"monkey,verb,exclamatory,imperfective,past,1pp"
gokici'bajabafa,"monkey,verb,exclamatory,imperfective,past,2pp"
gokici'bajabaga,"monkey,verb,exclamatory,imperfective,past,3pp"
gokici'bajacaba,"monkey,verb,exclamatory,progressive,present,1ps"
gokici'bajacaca,"monkey,verb,exclamatory,progressive,future,1ps"
gokici'bajacada,"monkey,verb,exclamatory,progressive,past,1pp"
gokici'bajacafa,"monkey,verb,exclamatory,progressive,past,2pp"
gokici'bajacaga,"monkey,verb,exclamatory,progressive,past,3pp"
gokici'bajabababa,"monkey,verb,exclamatory,imperfective,present,2ps"
gokici'bajababaca,"monkey,verb,exclamatory,imperfective,present,3ps"
gokici'bajababada,"monkey,verb,exclamatory,imperfective,present,1pp"
gokici'bajababafa,"monkey,verb,exclamatory,imperfective,present,2pp"
gokici'bajababaga,"monkey,verb,exclamatory,imperfective,present,3pp"
gokici'bajabacaba,"monkey,verb,exclamatory,imperfective,future,2ps"
gokici'bajabacaca,"monkey,verb,exclamatory,imperfective,future,3ps"
gokici'bajabacada,"monkey,verb,exclamatory,imperfective,future,1pp"
gokici'bajabacafa,"monkey,verb,exclamatory,imperfective,future,2pp"
gokici'bajabacaga,"monkey,verb,exclamatory,imperfective,future,3pp"
gokici'bajacababa,"monkey,verb,exclamatory,progressive,present,2ps"
gokici'bajacabaca,"monkey,verb,exclamatory,progressive,present,3ps"
gokici'bajacabada,"monkey,verb,exclamatory,progressive,present,1pp"
gokici'bajacabafa,"monkey,verb,exclamatory,progressive,present,2pp"
gokici'bajacabaga,"monkey,verb,exclamatory,progressive,present,3pp"
gokici'bajacacaba,"monkey,verb,exclamatory,progressive,future,2ps"
gokici'bajacacaca,"monkey,verb,exclamatory,progressive,future,3ps"
gokici'bajacacada,"monkey,verb,exclamatory,progressive,future,1pp"
gokici'bajacacafa,"monkey,verb,exclamatory,progressive,future,2pp"
gokici'bajacacaga,"monkey,verb,exclamatory,progressive,future,3pp"
gokici'bajadaba,"monkey,verb,exclamatory,habitual,present,1ps"
gokici'bajadaca,"monkey,verb,exclamatory,habitual,future,1ps"
gokici'bajadada,"monkey,verb,exclamatory,habitual,past,1pp"
gokici'bajadafa,"monkey,verb,exclamatory,habitual,past,2pp"
gokici'bajadaga,"monkey,verb,exclamatory,habitual,past,3pp"
gokici'bajadababa,"monkey,verb,exclamatory,habitual,present,2ps"
gokici'bajadabaca,"monkey,verb,exclamatory,habitual,present,3ps"
gokici'bajadabada,"monkey,verb,exclamatory,habitual,present,1pp"
gokici'bajadabafa,"monkey,verb,exclamatory,habitual,present,2pp"
gokici'bajadabaga,"monkey,verb,exclamatory,habitual,present,3pp"
gokici'bajadacaba,"monkey,verb,exclamatory,habitual,future,2ps"
gokici'bajadacaca,"monkey,verb,exclamatory,habitual,future,3ps"
gokici'bajadacada,"monkey,verb,exclamatory,habitual,future,1pp"
gokici'bajadacafa,"monkey,verb,exclamatory,habitual,future,2pp"
gokici'bajadacaga,"monkey,verb,exclamatory,habitual,future,3pp"
gokici'bajafaba,"monkey,verb,exclamatory,frequentative,present,1ps"
gokici'bajafaca,"monkey,verb,exclamatory,frequentative,future,1ps"
gokici'bajafada,"monkey,verb,exclamatory,frequentative,past,1pp"
gokici'bajafafa,"monkey,verb,exclamatory,frequentative,past,2pp"
gokici'bajafaga,"monkey,verb,exclamatory,frequentative,past,3pp"
gokici'bajafababa,"monkey,verb,exclamatory,frequentative,present,2ps"
gokici'bajafabaca,"monkey,verb,exclamatory,frequentative,present,3ps"
gokici'bajafabada,"monkey,verb,exclamatory,frequentative,present,1pp"
gokici'bajafabafa,"monkey,verb,exclamatory,frequentative,present,2pp"
gokici'bajafabaga,"monkey,verb,exclamatory,frequentative,present,3pp"
gokici'bajafacaba,"monkey,verb,exclamatory,frequentative,future,2ps"
gokici'bajafacaca,"monkey,verb,exclamatory,frequentative,future,3ps"
gokici'bajafacada,"monkey,verb,exclamatory,frequentative,future,1pp"
gokici'bajafacafa,"monkey,verb,exclamatory,frequentative,future,2pp"
gokici'bajafacaga,"monkey,verb,exclamatory,frequentative,future,3pp"
gokici'bajagaba,"monkey,verb,exclamatory,iterative,present,1ps"
gokici'bajagaca,"monkey,verb,exclamatory,iterative,future,1ps"
gokici'bajagada,"monkey,verb,exclamatory,iterative,past,1pp"
gokici'bajagafa,"monkey,verb,exclamatory,iterative,past,2pp"
gokici'bajagaga,"monkey,verb,exclamatory,iterative,past,3pp"
gokici'bajagababa,"monkey,verb,exclamatory,iterative,present,2ps"
gokici'bajagabaca,"monkey,verb,exclamatory,iterative,present,3ps"
gokici'bajagabada,"monkey,verb,exclamatory,iterative,present,1pp"
gokici'bajagabafa,"monkey,verb,exclamatory,iterative,present,2pp"
gokici'bajagabaga,"monkey,verb,exclamatory,iterative,present,3pp"
gokici'bajagacaba,"monkey,verb,exclamatory,iterative,future,2ps"
gokici'bajagacaca,"monkey,verb,exclamatory,iterative,future,3ps"
gokici'bajagacada,"monkey,verb,exclamatory,iterative,future,1pp"
gokici'bajagacafa,"monkey,verb,exclamatory,iterative,future,2pp"
gokici'bajagacaga,"monkey,verb,exclamatory,iterative,future,3pp"
hacoba',"falcon,noun,nominative,singular"
hacoba'ba,"falcon,verb,indicative,perfective,past,1ps"
hacoba'baba,"falcon,verb,subjunctive,perfective,past,1ps"
hacoba'baca,"falcon,verb,imperative,perfective,past,1ps"
hacoba'bada,"falcon,verb,conditional,perfective,past,1ps"
hacoba'bafa,"falcon,verb,optative,perfective,past,1ps"
hacoba'baga,"falcon,verb,jussive,perfective,past,1ps"
hacoba'bababa,"falcon,verb,subjunctive,imperfective,past,1ps"
hacoba'babaca,"falcon,verb,subjunctive,progressive,past,1ps"
hacoba'babada,"falcon,verb,subjunctive,habitual,past,1ps"
hacoba'babafa,"falcon,verb,subjunctive,frequentative,past,1ps"
hacoba'babaga,"falcon,verb,subjunctive,iterative,past,1ps"
hacoba'bacaba,"falcon,verb,imperative,imperfective,past,1ps"
hacoba'bacaca,"falcon,verb,imperative,progressive,past,1ps"
hacoba'bacada,"falcon,verb,imperative,habitual,past,1ps"
hacoba'bacafa,"falcon,verb,imperative,frequentative,past,1ps"
hacoba'bacaga,"falcon,verb,imperative,iterative,past,1ps"
hacoba'babababa,"falcon,verb,subjunctive,imperfective,present,1ps"
hacoba'bababaca,"falcon,verb,subjunctive,imperfective,future,1ps"
hacoba'bababada,"falcon,verb,subjunctive,imperfective,past,1pp"
hacoba'bababafa,"falcon,verb,subjunctive,imperfective,past,2pp"
hacoba'bababaga,"falcon,verb,subjunctive,imperfective,past,3pp"
hacoba'babacaba,"falcon,verb,subjunctive,progressive,present,1ps"
hacoba'babacaca,"falcon,verb,subjunctive,progressive,future,1ps"
hacoba'babacada,"falcon,verb,subjunctive,progressive,past,1pp"
hacoba'babacafa,"falcon,verb,subjunctive,progressive,past,2pp"
hacoba'babacaga,"falcon,verb,subjunctive,progressive,past,3pp"
hacoba'bacababa,"falcon,verb,imperative,imperfective,present,1ps"
hacoba'bacabaca,"falcon,verb,imperative,imperfective,future,1ps"
hacoba'bacabada,"falcon,verb,imperative,imperfective,past,1pp"
hacoba'bacabafa,"falcon,verb,imperative,imperfective,past,2pp"
hacoba'bacabaga,"falcon,verb,imperative,imperfective,past,3pp"
hacoba'bacacaba,"falcon,verb,imperative,progressive,present,1ps"
hacoba'bacacaca,"falcon,verb,imperative,progressive,future,1ps"
hacoba'bacacada,"falcon,verb,imperative,progressive,past,1pp"
hacoba'bacacafa,"falcon,verb,imperative,progressive,past,2pp"
hacoba'bacacaga,"falcon,verb,imperative,progressive,past,3pp"
hacoba'badaba,"falcon,verb,conditional,imperfective,past,1ps"
hacoba'badaca,"falcon,verb,conditional,progressive,past,1ps"
hacoba'badada,"falcon,verb,conditional,habitual,past,1ps"
hacoba'badafa,"falcon,verb,conditional,frequentative,past,1ps"
hacoba'badaga,"falcon,verb,conditional,iterative,past,1ps"
hacoba'badababa,"falcon,verb,conditional,imperfective,present,1ps"
hacoba'badabaca,"falcon,verb,conditional,imperfective,future,1ps"
hacoba'badabada,"falcon,verb,conditional,imperfective,past,1pp"
hacoba'badabafa,"falcon,verb,conditional,imperfective,past,2pp"
hacoba'badabaga,"falcon,verb,conditional,imperfective,past,3pp"
hacoba'badacaba,"falcon,verb,conditional,progressive,present,1ps"
hacoba'badacaca,"falcon,verb,conditional,progressive,future,1ps"
hacoba'badacada,"falcon,verb,conditional,progressive,past,1pp"
hacoba'badacafa,"falcon,verb,conditional,progressive,past,2pp"
hacoba'badacaga,"falcon,verb,conditional,progressive,past,3pp"
hacoba'bafaba,"falcon,verb,optative,imperfective,past,1ps"
hacoba'bafaca,"falcon,verb,optative,progressive,past,1ps"
hacoba'bafada,"falcon,verb,optative,habitual,past,1ps"
hacoba'bafafa,"falcon,verb,optative,frequentative,past,1ps"
hacoba'bafaga,"falcon,verb,optative,iterative,past,1ps"
hacoba'bafababa,"falcon,verb,optative,imperfective,present,1ps"
hacoba'bafabaca,"falcon,verb,optative,imperfective,future,1ps"
hacoba'bafabada,"falcon,verb,optative,imperfective,past,1pp"
hacoba'bafabafa,"falcon,verb,optative,imperfective,past,2pp"
hacoba'bafabaga,"falcon,verb,optative,imperfective,past,3pp"
hacoba'bafacaba,"falcon,verb,optative,progressive,present,1ps"
hacoba'bafacaca,"falcon,verb,optative,progressive,future,1ps"
hacoba'bafacada,"falcon,verb,optative,progressive,past,1pp"
hacoba'bafacafa,"falcon,verb,optative,progressive,past,2pp"
hacoba'bafacaga,"falcon,verb,optative,progressive,past,3pp"
hacoba'bagaba,"falcon,verb,jussive,imperfective,past,1ps"
hacoba'bagaca,"falcon,verb,jussive,progressive,past,1ps"
hacoba'bagada,"falcon,verb,jussive,habitual,past,1ps"
hacoba'bagafa,"falcon,verb,jussive,frequentative,past,1ps"
hacoba'bagaga,"falcon,verb,jussive,iterative,past,1ps"
hacoba'bagababa,"falcon,verb,jussive,imperfective,present,1ps"
hacoba'bagabaca,"falcon,verb,jussive,imperfective,future,1ps"
hacoba'bagabada,"falcon,verb,jussive,imperfective,past,1pp"
hacoba'bagabafa,"falcon,verb,jussive,imperfective,past,2pp"
hacoba'bagabaga,"falcon,verb,jussive,imperfective,past,3pp"
hacoba'bagacaba,"falcon,verb,jussive,progressive,present,1ps"
hacoba'bagacaca,"falcon,verb,jussive,progressive,future,1ps"
hacoba'bagacada,"falcon,verb,jussive,progressive,past,1pp"
hacoba'bagacafa,"falcon,verb,jussive,progressive,past,2pp"
hacoba'bagacaga,"falcon,verb,jussive,progressive,past,3pp"
hacoba'bababababa,"falcon,verb,subjunctive,imperfective,present,2ps"
hacoba'babababaca,"falcon,verb,subjunctive,imperfective,present,3ps"
hacoba'babababada,"falcon,verb,subjunctive,imperfective,present,1pp"
hacoba'babababafa,"falcon,verb,subjunctive,imperfective,present,2pp"
hacoba'babababaga,"falcon,verb,subjunctive,imperfective,present,3pp"
hacoba'bababacaba,"falcon,verb,subjunctive,imperfective,future,2ps"
hacoba'bababacaca,"falcon,verb,subjunctive,imperfective,future,3ps"
hacoba'bababacada,"falcon,verb,subjunctive,imperfective,future,1pp"
hacoba'bababacafa,"falcon,verb,subjunctive,imperfective,future,2pp"
hacoba'bababacaga,"falcon,verb,subjunctive,imperfective,future,3pp"
hacoba'babacababa,"falcon,verb,subjunctive,progressive,present,2ps"
hacoba'babacabaca,"falcon,verb,subjunctive,progressive,present,3ps"
hacoba'babacabada,"falcon,verb,subjunctive,progressive,present,1pp"
hacoba'babacabafa,"falcon,verb,subjunctive,progressive,present,2pp"
hacoba'babacabaga,"falcon,verb,subjunctive,progressive,present,3pp"
hacoba'babacacaba,"falcon,verb,subjunctive,progressive,future,2ps"
hacoba'babacacaca,"falcon,verb,subjunctive,progressive,future,3ps"
hacoba'babacacada,"falcon,verb,subjunctive,progressive,future,1pp"
hacoba'babacacafa,"falcon,verb,subjunctive,progressive,future,2pp"
hacoba'babacacaga,"falcon,verb,subjunctive,progressive,future,3pp"
hacoba'babadaba,"falcon,verb,subjunctive,habitual,present,1ps"
hacoba'babadaca,"falcon,verb,subjunctive,habitual,future,1ps"
hacoba'babadada,"falcon,verb,subjunctive,habitual,past,1pp"
hacoba'babadafa,"falcon,verb,subjunctive,habitual,past,2pp"
hacoba'babadaga,"falcon,verb,subjunctive,habitual,past,3pp"
hacoba'babadababa,"falcon,verb,subjunctive,habitual,present,2ps"
hacoba'babadabaca,"falcon,verb,subjunctive,habitual,present,3ps"
hacoba'babadabada,"falcon,verb,subjunctive,habitual,present,1pp"
hacoba'babadabafa,"falcon,verb,subjunctive,habitual,present,2pp"
hacoba'babadabaga,"falcon,verb,subjunctive,habitual,present,3pp"
hacoba'babadacaba,"falcon,verb,subjunctive,habitual,future,2ps"
hacoba'babadacaca,"falcon,verb,subjunctive,habitual,future,3ps"
hacoba'babadacada,"falcon,verb,subjunctive,habitual,future,1pp"
hacoba'babadacafa,"falcon,verb,subjunctive,habitual,future,2pp"
hacoba'babadacaga,"falcon,verb,subjunctive,habitual,future,3pp"
hacoba'babafaba,"falcon,verb,subjunctive,frequentative,present,1ps"
hacoba'babafaca,"falcon,verb,subjunctive,frequentative,future,1ps"
hacoba'babafada,"falcon,verb,subjunctive,frequentative,past,1pp"
hacoba'babafafa,"falcon,verb,subjunctive,frequentative,past,2pp"
